2026-01-28 04:11:29,438 | INFO | Run started: run_id=BE_gradual__retrain_p1_all_seen_fit__041129
2026-01-28 04:11:29,438 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_041128__domain_gradual_lr\runs\BE_gradual__retrain_p1_all_seen_fit__041129
2026-01-28 04:11:29,766 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.060999393463134766 cpu=0.0625 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.9144, 'pre_f1_macro': 0.5241500519432466}
2026-01-28 04:11:29,855 | INFO | EVENT retrain_fit batch_id=6 reason=periodic train_n=3000 wall=0.0749969482421875 cpu=0.078125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 1, 'buffer_size': 3000, 'global_batch_id': 6}
2026-01-28 04:11:29,963 | INFO | EVENT retrain_fit batch_id=7 reason=periodic train_n=3500 wall=0.08499622344970703 cpu=0.09375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 2, 'buffer_size': 3500, 'global_batch_id': 7}
2026-01-28 04:11:30,086 | INFO | EVENT retrain_fit batch_id=8 reason=periodic train_n=4000 wall=0.09775066375732422 cpu=0.078125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 3, 'buffer_size': 4000, 'global_batch_id': 8}
2026-01-28 04:11:30,211 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=4500 wall=0.11341047286987305 cpu=0.109375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 4, 'buffer_size': 4500, 'global_batch_id': 9}
2026-01-28 04:11:30,344 | INFO | EVENT retrain_fit batch_id=10 reason=periodic train_n=5000 wall=0.12253880500793457 cpu=0.125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 5, 'buffer_size': 5000, 'global_batch_id': 10}
2026-01-28 04:11:30,517 | INFO | EVENT retrain_fit batch_id=11 reason=periodic train_n=5500 wall=0.1593339443206787 cpu=0.15625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 6, 'buffer_size': 5500, 'global_batch_id': 11}
2026-01-28 04:11:30,663 | INFO | EVENT retrain_fit batch_id=12 reason=periodic train_n=6000 wall=0.13042664527893066 cpu=0.140625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 7, 'buffer_size': 6000, 'global_batch_id': 12}
2026-01-28 04:11:30,840 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=6500 wall=0.1519162654876709 cpu=0.15625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 8, 'buffer_size': 6500, 'global_batch_id': 13}
2026-01-28 04:11:31,015 | INFO | EVENT retrain_fit batch_id=14 reason=periodic train_n=7000 wall=0.16199946403503418 cpu=0.15625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 9, 'buffer_size': 7000, 'global_batch_id': 14}
2026-01-28 04:11:31,203 | INFO | EVENT retrain_fit batch_id=15 reason=periodic train_n=7500 wall=0.1719961166381836 cpu=0.171875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 10, 'buffer_size': 7500, 'global_batch_id': 15}
