2026-01-28 04:06:29,308 | INFO | Run started: run_id=BE_sudden__retrain_p2_all_seen_fit__040629
2026-01-28 04:06:29,308 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_040620__domain_sudden_pa\runs\BE_sudden__retrain_p2_all_seen_fit__040629
2026-01-28 04:06:29,614 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.04051637649536133 cpu=0.03125 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 1.0, 'pre_f1_macro': 1.0}
2026-01-28 04:06:29,702 | INFO | EVENT retrain_fit batch_id=7 reason=periodic train_n=3500 wall=0.06199836730957031 cpu=0.0625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 2, 'buffer_size': 3500, 'global_batch_id': 7}
2026-01-28 04:06:29,803 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=4500 wall=0.07799816131591797 cpu=0.078125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 4, 'buffer_size': 4500, 'global_batch_id': 9}
2026-01-28 04:06:29,919 | INFO | EVENT retrain_fit batch_id=11 reason=periodic train_n=5500 wall=0.09200048446655273 cpu=0.09375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 6, 'buffer_size': 5500, 'global_batch_id': 11}
2026-01-28 04:06:30,034 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=6500 wall=0.09288620948791504 cpu=0.109375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 8, 'buffer_size': 6500, 'global_batch_id': 13}
2026-01-28 04:06:30,187 | INFO | EVENT retrain_fit batch_id=15 reason=periodic train_n=7500 wall=0.11793994903564453 cpu=0.125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 10, 'buffer_size': 7500, 'global_batch_id': 15}
2026-01-28 04:06:30,325 | INFO | EVENT retrain_fit batch_id=17 reason=periodic train_n=8500 wall=0.11858415603637695 cpu=0.140625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 12, 'buffer_size': 8500, 'global_batch_id': 17}
2026-01-28 04:06:30,509 | INFO | EVENT retrain_fit batch_id=19 reason=periodic train_n=9500 wall=0.15016841888427734 cpu=0.140625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 14, 'buffer_size': 9500, 'global_batch_id': 19}
2026-01-28 04:06:30,685 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=10500 wall=0.15663719177246094 cpu=0.15625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 16, 'buffer_size': 10500, 'global_batch_id': 21}
2026-01-28 04:06:30,894 | INFO | EVENT retrain_fit batch_id=23 reason=periodic train_n=11500 wall=0.18140435218811035 cpu=0.1875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 18, 'buffer_size': 11500, 'global_batch_id': 23}
2026-01-28 04:06:31,110 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=12500 wall=0.1979968547821045 cpu=0.203125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 20, 'buffer_size': 12500, 'global_batch_id': 25}
2026-01-28 04:06:31,336 | INFO | EVENT retrain_fit batch_id=27 reason=periodic train_n=13500 wall=0.20799922943115234 cpu=0.203125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 22, 'buffer_size': 13500, 'global_batch_id': 27}
2026-01-28 04:06:31,575 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=14500 wall=0.21966123580932617 cpu=0.21875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 24, 'buffer_size': 14500, 'global_batch_id': 29}
2026-01-28 04:06:31,823 | INFO | EVENT retrain_fit batch_id=31 reason=periodic train_n=15500 wall=0.21987056732177734 cpu=0.21875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 26, 'buffer_size': 15500, 'global_batch_id': 31}
2026-01-28 04:06:32,092 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=16500 wall=0.2501389980316162 cpu=0.25 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 28, 'buffer_size': 16500, 'global_batch_id': 33}
2026-01-28 04:06:32,369 | INFO | EVENT retrain_fit batch_id=35 reason=periodic train_n=17500 wall=0.25811338424682617 cpu=0.25 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 30, 'buffer_size': 17500, 'global_batch_id': 35}
2026-01-28 04:06:32,657 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=18500 wall=0.26999783515930176 cpu=0.265625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 32, 'buffer_size': 18500, 'global_batch_id': 37}
2026-01-28 04:06:32,958 | INFO | EVENT retrain_fit batch_id=39 reason=periodic train_n=19500 wall=0.2793562412261963 cpu=0.28125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 34, 'buffer_size': 19500, 'global_batch_id': 39}
2026-01-28 04:06:33,290 | INFO | EVENT retrain_fit batch_id=41 reason=periodic train_n=20500 wall=0.31247663497924805 cpu=0.3125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 36, 'buffer_size': 20500, 'global_batch_id': 41}
2026-01-28 04:06:33,599 | INFO | EVENT retrain_fit batch_id=43 reason=periodic train_n=21500 wall=0.29236555099487305 cpu=0.296875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 38, 'buffer_size': 21500, 'global_batch_id': 43}
2026-01-28 04:06:33,955 | INFO | EVENT retrain_fit batch_id=45 reason=periodic train_n=22500 wall=0.33699655532836914 cpu=0.328125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 40, 'buffer_size': 22500, 'global_batch_id': 45}
2026-01-28 04:06:33,955 | INFO | Run finished. total={'wall_sec': 4.647840976715088, 'cpu_sec': 4.609375, 'cpu_pct': 99.17239043014173, 'rss_mb': None} peak_rss_mb=None
