2026-01-28 04:20:16,944 | INFO | Run started: run_id=BE_temporary__retrain_p1_last_window_wb1_fit__042016
2026-01-28 04:20:16,944 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_041959__domain_temporary\runs\BE_temporary__retrain_p1_last_window_wb1_fit__042016
2026-01-28 04:20:17,258 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.048000335693359375 cpu=0.046875 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.9452, 'pre_f1_macro': 0.7665352674892351}
2026-01-28 04:20:17,280 | INFO | EVENT retrain_fit batch_id=6 reason=periodic train_n=500 wall=0.010003089904785156 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 1, 'buffer_size': 500, 'global_batch_id': 6}
2026-01-28 04:20:17,316 | INFO | EVENT retrain_fit batch_id=7 reason=periodic train_n=500 wall=0.01100301742553711 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 2, 'buffer_size': 500, 'global_batch_id': 7}
2026-01-28 04:20:17,339 | INFO | EVENT retrain_fit batch_id=8 reason=periodic train_n=500 wall=0.010000944137573242 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 3, 'buffer_size': 500, 'global_batch_id': 8}
2026-01-28 04:20:17,361 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=500 wall=0.010000228881835938 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 4, 'buffer_size': 500, 'global_batch_id': 9}
2026-01-28 04:20:17,381 | INFO | EVENT retrain_fit batch_id=10 reason=periodic train_n=500 wall=0.009001016616821289 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 5, 'buffer_size': 500, 'global_batch_id': 10}
2026-01-28 04:20:17,404 | INFO | EVENT retrain_fit batch_id=11 reason=periodic train_n=500 wall=0.01000070571899414 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 6, 'buffer_size': 500, 'global_batch_id': 11}
2026-01-28 04:20:17,426 | INFO | EVENT retrain_fit batch_id=12 reason=periodic train_n=500 wall=0.009998798370361328 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 7, 'buffer_size': 500, 'global_batch_id': 12}
2026-01-28 04:20:17,445 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=500 wall=0.009000539779663086 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 8, 'buffer_size': 500, 'global_batch_id': 13}
2026-01-28 04:20:17,461 | INFO | EVENT retrain_fit batch_id=14 reason=periodic train_n=500 wall=0.0069408416748046875 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 9, 'buffer_size': 500, 'global_batch_id': 14}
2026-01-28 04:20:17,478 | INFO | EVENT retrain_fit batch_id=15 reason=periodic train_n=500 wall=0.008000612258911133 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 10, 'buffer_size': 500, 'global_batch_id': 15}
2026-01-28 04:20:17,496 | INFO | EVENT retrain_fit batch_id=16 reason=periodic train_n=500 wall=0.008000612258911133 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 11, 'buffer_size': 500, 'global_batch_id': 16}
2026-01-28 04:20:17,513 | INFO | EVENT retrain_fit batch_id=17 reason=periodic train_n=500 wall=0.007000446319580078 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 12, 'buffer_size': 500, 'global_batch_id': 17}
2026-01-28 04:20:17,529 | INFO | EVENT retrain_fit batch_id=18 reason=periodic train_n=500 wall=0.008000373840332031 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 13, 'buffer_size': 500, 'global_batch_id': 18}
2026-01-28 04:20:17,547 | INFO | EVENT retrain_fit batch_id=19 reason=periodic train_n=500 wall=0.007999658584594727 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 14, 'buffer_size': 500, 'global_batch_id': 19}
2026-01-28 04:20:17,562 | INFO | EVENT retrain_fit batch_id=20 reason=periodic train_n=500 wall=0.00700068473815918 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 15, 'buffer_size': 500, 'global_batch_id': 20}
2026-01-28 04:20:17,580 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=500 wall=0.009001970291137695 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 16, 'buffer_size': 500, 'global_batch_id': 21}
2026-01-28 04:20:17,598 | INFO | EVENT retrain_fit batch_id=22 reason=periodic train_n=500 wall=0.008000850677490234 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 17, 'buffer_size': 500, 'global_batch_id': 22}
2026-01-28 04:20:17,616 | INFO | EVENT retrain_fit batch_id=23 reason=periodic train_n=500 wall=0.0069997310638427734 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 18, 'buffer_size': 500, 'global_batch_id': 23}
2026-01-28 04:20:17,631 | INFO | EVENT retrain_fit batch_id=24 reason=periodic train_n=500 wall=0.006000041961669922 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 19, 'buffer_size': 500, 'global_batch_id': 24}
2026-01-28 04:20:17,653 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=500 wall=0.009999275207519531 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 20, 'buffer_size': 500, 'global_batch_id': 25}
2026-01-28 04:20:17,677 | INFO | EVENT retrain_fit batch_id=26 reason=periodic train_n=500 wall=0.01099848747253418 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 21, 'buffer_size': 500, 'global_batch_id': 26}
2026-01-28 04:20:17,702 | INFO | EVENT retrain_fit batch_id=27 reason=periodic train_n=500 wall=0.012000083923339844 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 22, 'buffer_size': 500, 'global_batch_id': 27}
2026-01-28 04:20:17,728 | INFO | EVENT retrain_fit batch_id=28 reason=periodic train_n=500 wall=0.012053489685058594 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 23, 'buffer_size': 500, 'global_batch_id': 28}
2026-01-28 04:20:17,749 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=500 wall=0.00899505615234375 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 24, 'buffer_size': 500, 'global_batch_id': 29}
2026-01-28 04:20:17,771 | INFO | EVENT retrain_fit batch_id=30 reason=periodic train_n=500 wall=0.007997989654541016 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 25, 'buffer_size': 500, 'global_batch_id': 30}
2026-01-28 04:20:17,794 | INFO | EVENT retrain_fit batch_id=31 reason=periodic train_n=500 wall=0.010000228881835938 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 26, 'buffer_size': 500, 'global_batch_id': 31}
2026-01-28 04:20:17,817 | INFO | EVENT retrain_fit batch_id=32 reason=periodic train_n=500 wall=0.009996652603149414 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 27, 'buffer_size': 500, 'global_batch_id': 32}
2026-01-28 04:20:17,838 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=500 wall=0.008999347686767578 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 28, 'buffer_size': 500, 'global_batch_id': 33}
2026-01-28 04:20:17,859 | INFO | EVENT retrain_fit batch_id=34 reason=periodic train_n=500 wall=0.00800013542175293 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 29, 'buffer_size': 500, 'global_batch_id': 34}
2026-01-28 04:20:17,880 | INFO | EVENT retrain_fit batch_id=35 reason=periodic train_n=500 wall=0.008000612258911133 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 30, 'buffer_size': 500, 'global_batch_id': 35}
2026-01-28 04:20:17,904 | INFO | EVENT retrain_fit batch_id=36 reason=periodic train_n=500 wall=0.009000062942504883 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 31, 'buffer_size': 500, 'global_batch_id': 36}
2026-01-28 04:20:17,926 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=500 wall=0.01000070571899414 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 32, 'buffer_size': 500, 'global_batch_id': 37}
2026-01-28 04:20:17,948 | INFO | EVENT retrain_fit batch_id=38 reason=periodic train_n=500 wall=0.009000778198242188 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 33, 'buffer_size': 500, 'global_batch_id': 38}
2026-01-28 04:20:17,970 | INFO | EVENT retrain_fit batch_id=39 reason=periodic train_n=500 wall=0.010001420974731445 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 34, 'buffer_size': 500, 'global_batch_id': 39}
2026-01-28 04:20:17,988 | INFO | EVENT retrain_fit batch_id=40 reason=periodic train_n=500 wall=0.008000373840332031 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 35, 'buffer_size': 500, 'global_batch_id': 40}
