2026-01-28 04:14:00,981 | INFO | Run started: run_id=BE_gradual__retrain_p1_all_seen_fit__041400
2026-01-28 04:14:00,981 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_041400__domain_gradual_pa\runs\BE_gradual__retrain_p1_all_seen_fit__041400
2026-01-28 04:14:01,295 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.047998666763305664 cpu=0.046875 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 1.0, 'pre_f1_macro': 1.0}
2026-01-28 04:14:01,355 | INFO | EVENT retrain_fit batch_id=6 reason=periodic train_n=3000 wall=0.04900074005126953 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 1, 'buffer_size': 3000, 'global_batch_id': 6}
2026-01-28 04:14:01,432 | INFO | EVENT retrain_fit batch_id=7 reason=periodic train_n=3500 wall=0.05699944496154785 cpu=0.0625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 2, 'buffer_size': 3500, 'global_batch_id': 7}
2026-01-28 04:14:01,512 | INFO | EVENT retrain_fit batch_id=8 reason=periodic train_n=4000 wall=0.06499767303466797 cpu=0.078125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 3, 'buffer_size': 4000, 'global_batch_id': 8}
2026-01-28 04:14:01,595 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=4500 wall=0.07199931144714355 cpu=0.078125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 4, 'buffer_size': 4500, 'global_batch_id': 9}
2026-01-28 04:14:01,685 | INFO | EVENT retrain_fit batch_id=10 reason=periodic train_n=5000 wall=0.08000016212463379 cpu=0.078125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 5, 'buffer_size': 5000, 'global_batch_id': 10}
2026-01-28 04:14:01,787 | INFO | EVENT retrain_fit batch_id=11 reason=periodic train_n=5500 wall=0.09099936485290527 cpu=0.09375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 6, 'buffer_size': 5500, 'global_batch_id': 11}
2026-01-28 04:14:01,895 | INFO | EVENT retrain_fit batch_id=12 reason=periodic train_n=6000 wall=0.09599709510803223 cpu=0.09375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 7, 'buffer_size': 6000, 'global_batch_id': 12}
2026-01-28 04:14:02,011 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=6500 wall=0.10442590713500977 cpu=0.09375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 8, 'buffer_size': 6500, 'global_batch_id': 13}
