2026-01-28 04:14:22,081 | INFO | Run started: run_id=BE_gradual__retrain_p2_last_window_wb2_fit__041422
2026-01-28 04:14:22,081 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_041400__domain_gradual_pa\runs\BE_gradual__retrain_p2_last_window_wb2_fit__041422
2026-01-28 04:14:22,372 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.043512821197509766 cpu=0.046875 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 1.0, 'pre_f1_macro': 1.0}
2026-01-28 04:14:22,425 | INFO | EVENT retrain_fit batch_id=7 reason=periodic train_n=1000 wall=0.016511201858520508 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 2, 'buffer_size': 1000, 'global_batch_id': 7}
2026-01-28 04:14:22,464 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=1000 wall=0.016384124755859375 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 4, 'buffer_size': 1000, 'global_batch_id': 9}
2026-01-28 04:14:22,495 | INFO | EVENT retrain_fit batch_id=11 reason=periodic train_n=1000 wall=0.007315397262573242 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 6, 'buffer_size': 1000, 'global_batch_id': 11}
2026-01-28 04:14:22,536 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=1000 wall=0.013424158096313477 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 8, 'buffer_size': 1000, 'global_batch_id': 13}
2026-01-28 04:14:22,581 | INFO | EVENT retrain_fit batch_id=15 reason=periodic train_n=1000 wall=0.016477584838867188 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 10, 'buffer_size': 1000, 'global_batch_id': 15}
2026-01-28 04:14:22,621 | INFO | EVENT retrain_fit batch_id=17 reason=periodic train_n=1000 wall=0.017239093780517578 cpu=0.03125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 12, 'buffer_size': 1000, 'global_batch_id': 17}
2026-01-28 04:14:22,658 | INFO | EVENT retrain_fit batch_id=19 reason=periodic train_n=1000 wall=0.013685941696166992 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 14, 'buffer_size': 1000, 'global_batch_id': 19}
2026-01-28 04:14:22,695 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=1000 wall=0.015804529190063477 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 16, 'buffer_size': 1000, 'global_batch_id': 21}
2026-01-28 04:14:22,734 | INFO | EVENT retrain_fit batch_id=23 reason=periodic train_n=1000 wall=0.01701068878173828 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 18, 'buffer_size': 1000, 'global_batch_id': 23}
2026-01-28 04:14:22,770 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=1000 wall=0.014999151229858398 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 20, 'buffer_size': 1000, 'global_batch_id': 25}
2026-01-28 04:14:22,803 | INFO | EVENT retrain_fit batch_id=27 reason=periodic train_n=1000 wall=0.013998746871948242 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 22, 'buffer_size': 1000, 'global_batch_id': 27}
2026-01-28 04:14:22,837 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=1000 wall=0.014002084732055664 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 24, 'buffer_size': 1000, 'global_batch_id': 29}
2026-01-28 04:14:22,873 | INFO | EVENT retrain_fit batch_id=31 reason=periodic train_n=1000 wall=0.012875795364379883 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 26, 'buffer_size': 1000, 'global_batch_id': 31}
2026-01-28 04:14:22,904 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=1000 wall=0.011998891830444336 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 28, 'buffer_size': 1000, 'global_batch_id': 33}
2026-01-28 04:14:22,938 | INFO | EVENT retrain_fit batch_id=35 reason=periodic train_n=1000 wall=0.012998819351196289 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 30, 'buffer_size': 1000, 'global_batch_id': 35}
2026-01-28 04:14:22,969 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=1000 wall=0.01300048828125 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 32, 'buffer_size': 1000, 'global_batch_id': 37}
2026-01-28 04:14:22,999 | INFO | EVENT retrain_fit batch_id=39 reason=periodic train_n=1000 wall=0.013002872467041016 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 34, 'buffer_size': 1000, 'global_batch_id': 39}
2026-01-28 04:14:23,028 | INFO | EVENT retrain_fit batch_id=41 reason=periodic train_n=1000 wall=0.012002229690551758 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 36, 'buffer_size': 1000, 'global_batch_id': 41}
2026-01-28 04:14:23,057 | INFO | EVENT retrain_fit batch_id=43 reason=periodic train_n=1000 wall=0.012004613876342773 cpu=0.0 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 38, 'buffer_size': 1000, 'global_batch_id': 43}
2026-01-28 04:14:23,066 | INFO | Run finished. total={'wall_sec': 0.9855213165283203, 'cpu_sec': 0.984375, 'cpu_pct': 99.8836842482151, 'rss_mb': None} peak_rss_mb=None
