2026-01-28 03:54:48,928 | INFO | Run started: run_id=BE_sudden__retrain_p2_all_seen_fit__035448
2026-01-28 03:54:48,928 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_035436__domain_sudden_lr\runs\BE_sudden__retrain_p2_all_seen_fit__035448
2026-01-28 03:54:49,289 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.06999969482421875 cpu=0.0625 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.9144, 'pre_f1_macro': 0.5241500519432466}
2026-01-28 03:54:49,393 | INFO | EVENT retrain_fit batch_id=7 reason=periodic train_n=3500 wall=0.07480335235595703 cpu=0.09375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 2, 'buffer_size': 3500, 'global_batch_id': 7}
2026-01-28 03:54:49,551 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=4500 wall=0.11300349235534668 cpu=0.109375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 4, 'buffer_size': 4500, 'global_batch_id': 9}
2026-01-28 03:54:49,711 | INFO | EVENT retrain_fit batch_id=11 reason=periodic train_n=5500 wall=0.12384200096130371 cpu=0.125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 6, 'buffer_size': 5500, 'global_batch_id': 11}
2026-01-28 03:54:49,910 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=6500 wall=0.16150927543640137 cpu=0.15625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 8, 'buffer_size': 6500, 'global_batch_id': 13}
2026-01-28 03:54:50,117 | INFO | EVENT retrain_fit batch_id=15 reason=periodic train_n=7500 wall=0.17968010902404785 cpu=0.15625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 10, 'buffer_size': 7500, 'global_batch_id': 15}
2026-01-28 03:54:50,328 | INFO | EVENT retrain_fit batch_id=17 reason=periodic train_n=8500 wall=0.19016313552856445 cpu=0.1875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 12, 'buffer_size': 8500, 'global_batch_id': 17}
2026-01-28 03:54:50,561 | INFO | EVENT retrain_fit batch_id=19 reason=periodic train_n=9500 wall=0.21009564399719238 cpu=0.21875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 14, 'buffer_size': 9500, 'global_batch_id': 19}
2026-01-28 03:54:50,807 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=10500 wall=0.22384095191955566 cpu=0.21875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 16, 'buffer_size': 10500, 'global_batch_id': 21}
2026-01-28 03:54:51,073 | INFO | EVENT retrain_fit batch_id=23 reason=periodic train_n=11500 wall=0.24413752555847168 cpu=0.234375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 18, 'buffer_size': 11500, 'global_batch_id': 23}
2026-01-28 03:54:51,357 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=12500 wall=0.26200103759765625 cpu=0.265625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 20, 'buffer_size': 12500, 'global_batch_id': 25}
2026-01-28 03:54:51,655 | INFO | EVENT retrain_fit batch_id=27 reason=periodic train_n=13500 wall=0.27785468101501465 cpu=0.28125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 22, 'buffer_size': 13500, 'global_batch_id': 27}
2026-01-28 03:54:51,991 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=14500 wall=0.3113884925842285 cpu=0.3125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 24, 'buffer_size': 14500, 'global_batch_id': 29}
2026-01-28 03:54:52,326 | INFO | EVENT retrain_fit batch_id=31 reason=periodic train_n=15500 wall=0.31299901008605957 cpu=0.3125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 26, 'buffer_size': 15500, 'global_batch_id': 31}
2026-01-28 03:54:52,697 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=16500 wall=0.34999728202819824 cpu=0.34375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 28, 'buffer_size': 16500, 'global_batch_id': 33}
2026-01-28 03:54:53,056 | INFO | EVENT retrain_fit batch_id=35 reason=periodic train_n=17500 wall=0.33586835861206055 cpu=0.328125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 30, 'buffer_size': 17500, 'global_batch_id': 35}
2026-01-28 03:54:53,441 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=18500 wall=0.36299800872802734 cpu=0.359375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 32, 'buffer_size': 18500, 'global_batch_id': 37}
2026-01-28 03:54:53,834 | INFO | EVENT retrain_fit batch_id=39 reason=periodic train_n=19500 wall=0.37101078033447266 cpu=0.375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 34, 'buffer_size': 19500, 'global_batch_id': 39}
2026-01-28 03:54:54,261 | INFO | EVENT retrain_fit batch_id=41 reason=periodic train_n=20500 wall=0.40505337715148926 cpu=0.40625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 36, 'buffer_size': 20500, 'global_batch_id': 41}
2026-01-28 03:54:54,681 | INFO | EVENT retrain_fit batch_id=43 reason=periodic train_n=21500 wall=0.39869070053100586 cpu=0.390625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 38, 'buffer_size': 21500, 'global_batch_id': 43}
2026-01-28 03:54:55,135 | INFO | EVENT retrain_fit batch_id=45 reason=periodic train_n=22500 wall=0.43171024322509766 cpu=0.421875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 40, 'buffer_size': 22500, 'global_batch_id': 45}
2026-01-28 03:54:55,135 | INFO | Run finished. total={'wall_sec': 6.207198858261108, 'cpu_sec': 6.1875, 'cpu_pct': 99.68264496255198, 'rss_mb': None} peak_rss_mb=None
