2026-01-27 18:42:39,924 | INFO | Run started: run_id=huffpost_years__retrain_p2_last_window_wb2_fit__184239
2026-01-27 18:42:39,924 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260127_184224__huffpost_pa_gradual\runs\huffpost_years__retrain_p2_last_window_wb2_fit__184239
2026-01-27 18:42:40,017 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=3000 wall=0.027001142501831055 cpu=0.03125 rss_mb=None info={'pretrain_batches': 6, 'pre_acc': 1.0, 'pre_f1_macro': 1.0}
2026-01-27 18:42:40,040 | INFO | EVENT retrain_fit batch_id=8 reason=periodic train_n=1000 wall=0.01099538803100586 cpu=0.0 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 2, 'buffer_size': 1000, 'global_batch_id': 8}
2026-01-27 18:42:40,061 | INFO | EVENT retrain_fit batch_id=10 reason=periodic train_n=1000 wall=0.010001182556152344 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 4, 'buffer_size': 1000, 'global_batch_id': 10}
2026-01-27 18:42:40,085 | INFO | EVENT retrain_fit batch_id=12 reason=periodic train_n=1000 wall=0.009999990463256836 cpu=0.0 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 6, 'buffer_size': 1000, 'global_batch_id': 12}
2026-01-27 18:42:40,105 | INFO | EVENT retrain_fit batch_id=14 reason=periodic train_n=1000 wall=0.009999513626098633 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 8, 'buffer_size': 1000, 'global_batch_id': 14}
2026-01-27 18:42:40,127 | INFO | EVENT retrain_fit batch_id=16 reason=periodic train_n=1000 wall=0.010000467300415039 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 10, 'buffer_size': 1000, 'global_batch_id': 16}
2026-01-27 18:42:40,149 | INFO | EVENT retrain_fit batch_id=18 reason=periodic train_n=1000 wall=0.010998964309692383 cpu=0.0 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 12, 'buffer_size': 1000, 'global_batch_id': 18}
2026-01-27 18:42:40,168 | INFO | EVENT retrain_fit batch_id=20 reason=periodic train_n=1000 wall=0.010001182556152344 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 14, 'buffer_size': 1000, 'global_batch_id': 20}
2026-01-27 18:42:40,190 | INFO | EVENT retrain_fit batch_id=22 reason=periodic train_n=1000 wall=0.010002374649047852 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 16, 'buffer_size': 1000, 'global_batch_id': 22}
2026-01-27 18:42:40,210 | INFO | EVENT retrain_fit batch_id=24 reason=periodic train_n=1000 wall=0.010999917984008789 cpu=0.0 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 18, 'buffer_size': 1000, 'global_batch_id': 24}
2026-01-27 18:42:40,232 | INFO | EVENT retrain_fit batch_id=26 reason=periodic train_n=1000 wall=0.010999679565429688 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 20, 'buffer_size': 1000, 'global_batch_id': 26}
2026-01-27 18:42:40,253 | INFO | EVENT retrain_fit batch_id=28 reason=periodic train_n=1000 wall=0.011001110076904297 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 22, 'buffer_size': 1000, 'global_batch_id': 28}
2026-01-27 18:42:40,274 | INFO | EVENT retrain_fit batch_id=30 reason=periodic train_n=1000 wall=0.011003971099853516 cpu=0.0 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 24, 'buffer_size': 1000, 'global_batch_id': 30}
2026-01-27 18:42:40,296 | INFO | EVENT retrain_fit batch_id=32 reason=periodic train_n=1000 wall=0.01100015640258789 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 26, 'buffer_size': 1000, 'global_batch_id': 32}
2026-01-27 18:42:40,319 | INFO | EVENT retrain_fit batch_id=34 reason=periodic train_n=1000 wall=0.010999917984008789 cpu=0.0 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 28, 'buffer_size': 1000, 'global_batch_id': 34}
2026-01-27 18:42:40,341 | INFO | EVENT retrain_fit batch_id=36 reason=periodic train_n=1000 wall=0.011000871658325195 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 30, 'buffer_size': 1000, 'global_batch_id': 36}
2026-01-27 18:42:40,363 | INFO | EVENT retrain_fit batch_id=38 reason=periodic train_n=1000 wall=0.010027408599853516 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 32, 'buffer_size': 1000, 'global_batch_id': 38}
2026-01-27 18:42:40,384 | INFO | EVENT retrain_fit batch_id=40 reason=periodic train_n=1000 wall=0.010039567947387695 cpu=0.0 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 34, 'buffer_size': 1000, 'global_batch_id': 40}
2026-01-27 18:42:40,405 | INFO | EVENT retrain_fit batch_id=42 reason=periodic train_n=1000 wall=0.010838985443115234 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 36, 'buffer_size': 1000, 'global_batch_id': 42}
2026-01-27 18:42:40,405 | INFO | Run finished. total={'wall_sec': 0.48085904121398926, 'cpu_sec': 0.484375, 'cpu_pct': 100.73118283834994, 'rss_mb': None} peak_rss_mb=None
