2026-01-28 04:12:56,544 | INFO | Run started: run_id=BE_gradual__retrain_p2_last_window_wb2_fit__041256
2026-01-28 04:12:56,544 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_041236__domain_gradual_sgd\runs\BE_gradual__retrain_p2_last_window_wb2_fit__041256
2026-01-28 04:12:56,847 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.040001869201660156 cpu=0.03125 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.9452, 'pre_f1_macro': 0.7665352674892351}
2026-01-28 04:12:56,897 | INFO | EVENT retrain_fit batch_id=7 reason=periodic train_n=1000 wall=0.018192768096923828 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 2, 'buffer_size': 1000, 'global_batch_id': 7}
2026-01-28 04:12:56,934 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=1000 wall=0.01500082015991211 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 4, 'buffer_size': 1000, 'global_batch_id': 9}
2026-01-28 04:12:56,974 | INFO | EVENT retrain_fit batch_id=11 reason=periodic train_n=1000 wall=0.015999555587768555 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 6, 'buffer_size': 1000, 'global_batch_id': 11}
2026-01-28 04:12:57,011 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=1000 wall=0.014999866485595703 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 8, 'buffer_size': 1000, 'global_batch_id': 13}
2026-01-28 04:12:57,049 | INFO | EVENT retrain_fit batch_id=15 reason=periodic train_n=1000 wall=0.016000747680664062 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 10, 'buffer_size': 1000, 'global_batch_id': 15}
2026-01-28 04:12:57,092 | INFO | EVENT retrain_fit batch_id=17 reason=periodic train_n=1000 wall=0.01900196075439453 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 12, 'buffer_size': 1000, 'global_batch_id': 17}
2026-01-28 04:12:57,126 | INFO | EVENT retrain_fit batch_id=19 reason=periodic train_n=1000 wall=0.014000415802001953 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 14, 'buffer_size': 1000, 'global_batch_id': 19}
2026-01-28 04:12:57,166 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=1000 wall=0.01600027084350586 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 16, 'buffer_size': 1000, 'global_batch_id': 21}
2026-01-28 04:12:57,205 | INFO | EVENT retrain_fit batch_id=23 reason=periodic train_n=1000 wall=0.017000198364257812 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 18, 'buffer_size': 1000, 'global_batch_id': 23}
2026-01-28 04:12:57,241 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=1000 wall=0.012999773025512695 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 20, 'buffer_size': 1000, 'global_batch_id': 25}
2026-01-28 04:12:57,272 | INFO | EVENT retrain_fit batch_id=27 reason=periodic train_n=1000 wall=0.013000249862670898 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 22, 'buffer_size': 1000, 'global_batch_id': 27}
2026-01-28 04:12:57,304 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=1000 wall=0.013000726699829102 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 24, 'buffer_size': 1000, 'global_batch_id': 29}
