2026-01-28 04:21:30,955 | INFO | Run started: run_id=BE_temporary__retrain_p2_all_seen_fit__042130
2026-01-28 04:21:30,955 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_042121__domain_temporary\runs\BE_temporary__retrain_p2_all_seen_fit__042130
2026-01-28 04:21:31,310 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.04800057411193848 cpu=0.046875 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 1.0, 'pre_f1_macro': 1.0}
2026-01-28 04:21:31,392 | INFO | EVENT retrain_fit batch_id=7 reason=periodic train_n=3500 wall=0.05456399917602539 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 2, 'buffer_size': 3500, 'global_batch_id': 7}
2026-01-28 04:21:31,510 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=4500 wall=0.08199906349182129 cpu=0.078125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 4, 'buffer_size': 4500, 'global_batch_id': 9}
2026-01-28 04:21:31,632 | INFO | EVENT retrain_fit batch_id=11 reason=periodic train_n=5500 wall=0.09587407112121582 cpu=0.09375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 6, 'buffer_size': 5500, 'global_batch_id': 11}
2026-01-28 04:21:31,792 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=6500 wall=0.12465167045593262 cpu=0.125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 8, 'buffer_size': 6500, 'global_batch_id': 13}
2026-01-28 04:21:31,947 | INFO | EVENT retrain_fit batch_id=15 reason=periodic train_n=7500 wall=0.13300633430480957 cpu=0.125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 10, 'buffer_size': 7500, 'global_batch_id': 15}
2026-01-28 04:21:32,110 | INFO | EVENT retrain_fit batch_id=17 reason=periodic train_n=8500 wall=0.1399986743927002 cpu=0.140625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 12, 'buffer_size': 8500, 'global_batch_id': 17}
2026-01-28 04:21:32,291 | INFO | EVENT retrain_fit batch_id=19 reason=periodic train_n=9500 wall=0.16199946403503418 cpu=0.140625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 14, 'buffer_size': 9500, 'global_batch_id': 19}
2026-01-28 04:21:32,475 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=10500 wall=0.16453051567077637 cpu=0.140625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 16, 'buffer_size': 10500, 'global_batch_id': 21}
2026-01-28 04:21:32,681 | INFO | EVENT retrain_fit batch_id=23 reason=periodic train_n=11500 wall=0.18399786949157715 cpu=0.15625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 18, 'buffer_size': 11500, 'global_batch_id': 23}
2026-01-28 04:21:32,901 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=12500 wall=0.1992652416229248 cpu=0.1875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 20, 'buffer_size': 12500, 'global_batch_id': 25}
2026-01-28 04:21:33,130 | INFO | EVENT retrain_fit batch_id=27 reason=periodic train_n=13500 wall=0.20499753952026367 cpu=0.203125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 22, 'buffer_size': 13500, 'global_batch_id': 27}
2026-01-28 04:21:33,378 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=14500 wall=0.22299861907958984 cpu=0.1875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 24, 'buffer_size': 14500, 'global_batch_id': 29}
2026-01-28 04:21:33,661 | INFO | EVENT retrain_fit batch_id=31 reason=periodic train_n=15500 wall=0.25756406784057617 cpu=0.21875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 26, 'buffer_size': 15500, 'global_batch_id': 31}
2026-01-28 04:21:33,971 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=16500 wall=0.2774810791015625 cpu=0.265625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 28, 'buffer_size': 16500, 'global_batch_id': 33}
2026-01-28 04:21:34,295 | INFO | EVENT retrain_fit batch_id=35 reason=periodic train_n=17500 wall=0.2999989986419678 cpu=0.3125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 30, 'buffer_size': 17500, 'global_batch_id': 35}
2026-01-28 04:21:34,612 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=18500 wall=0.2950010299682617 cpu=0.296875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 32, 'buffer_size': 18500, 'global_batch_id': 37}
2026-01-28 04:21:34,946 | INFO | EVENT retrain_fit batch_id=39 reason=periodic train_n=19500 wall=0.31099987030029297 cpu=0.3125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 34, 'buffer_size': 19500, 'global_batch_id': 39}
2026-01-28 04:21:35,293 | INFO | EVENT retrain_fit batch_id=41 reason=periodic train_n=20500 wall=0.32265305519104004 cpu=0.328125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 36, 'buffer_size': 20500, 'global_batch_id': 41}
2026-01-28 04:21:35,645 | INFO | EVENT retrain_fit batch_id=43 reason=periodic train_n=21500 wall=0.32793760299682617 cpu=0.328125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 38, 'buffer_size': 21500, 'global_batch_id': 43}
2026-01-28 04:21:35,662 | INFO | Run finished. total={'wall_sec': 4.706402063369751, 'cpu_sec': 4.421875, 'cpu_pct': 93.95446756272176, 'rss_mb': None} peak_rss_mb=None
