2026-01-27 18:42:31,201 | INFO | Run started: run_id=huffpost_years__retrain_p2_all_seen_fit__184231
2026-01-27 18:42:31,201 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260127_184224__huffpost_pa_gradual\runs\huffpost_years__retrain_p2_all_seen_fit__184231
2026-01-27 18:42:31,299 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=3000 wall=0.027637004852294922 cpu=0.03125 rss_mb=None info={'pretrain_batches': 6, 'pre_acc': 1.0, 'pre_f1_macro': 1.0}
2026-01-27 18:42:31,347 | INFO | EVENT retrain_fit batch_id=8 reason=periodic train_n=4000 wall=0.03584885597229004 cpu=0.03125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 2, 'buffer_size': 4000, 'global_batch_id': 8}
2026-01-27 18:42:31,405 | INFO | EVENT retrain_fit batch_id=10 reason=periodic train_n=5000 wall=0.04699826240539551 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 4, 'buffer_size': 5000, 'global_batch_id': 10}
2026-01-27 18:42:31,477 | INFO | EVENT retrain_fit batch_id=12 reason=periodic train_n=6000 wall=0.05899620056152344 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 6, 'buffer_size': 6000, 'global_batch_id': 12}
2026-01-27 18:42:31,567 | INFO | EVENT retrain_fit batch_id=14 reason=periodic train_n=7000 wall=0.07899832725524902 cpu=0.078125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 8, 'buffer_size': 7000, 'global_batch_id': 14}
2026-01-27 18:42:31,670 | INFO | EVENT retrain_fit batch_id=16 reason=periodic train_n=8000 wall=0.09199786186218262 cpu=0.09375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 10, 'buffer_size': 8000, 'global_batch_id': 16}
2026-01-27 18:42:31,792 | INFO | EVENT retrain_fit batch_id=18 reason=periodic train_n=9000 wall=0.11099767684936523 cpu=0.125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 12, 'buffer_size': 9000, 'global_batch_id': 18}
2026-01-27 18:42:31,935 | INFO | EVENT retrain_fit batch_id=20 reason=periodic train_n=10000 wall=0.130997896194458 cpu=0.140625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 14, 'buffer_size': 10000, 'global_batch_id': 20}
2026-01-27 18:42:32,092 | INFO | EVENT retrain_fit batch_id=22 reason=periodic train_n=11000 wall=0.1450366973876953 cpu=0.15625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 16, 'buffer_size': 11000, 'global_batch_id': 22}
2026-01-27 18:42:32,283 | INFO | EVENT retrain_fit batch_id=24 reason=periodic train_n=12000 wall=0.17899870872497559 cpu=0.1875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 18, 'buffer_size': 12000, 'global_batch_id': 24}
2026-01-27 18:42:32,504 | INFO | EVENT retrain_fit batch_id=26 reason=periodic train_n=13000 wall=0.20964813232421875 cpu=0.203125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 20, 'buffer_size': 13000, 'global_batch_id': 26}
2026-01-27 18:42:32,752 | INFO | EVENT retrain_fit batch_id=28 reason=periodic train_n=14000 wall=0.2360546588897705 cpu=0.21875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 22, 'buffer_size': 14000, 'global_batch_id': 28}
2026-01-27 18:42:33,007 | INFO | EVENT retrain_fit batch_id=30 reason=periodic train_n=15000 wall=0.243119478225708 cpu=0.234375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 24, 'buffer_size': 15000, 'global_batch_id': 30}
2026-01-27 18:42:33,273 | INFO | EVENT retrain_fit batch_id=32 reason=periodic train_n=16000 wall=0.2535378932952881 cpu=0.25 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 26, 'buffer_size': 16000, 'global_batch_id': 32}
2026-01-27 18:42:33,569 | INFO | EVENT retrain_fit batch_id=34 reason=periodic train_n=17000 wall=0.28038620948791504 cpu=0.265625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 28, 'buffer_size': 17000, 'global_batch_id': 34}
2026-01-27 18:42:33,871 | INFO | EVENT retrain_fit batch_id=36 reason=periodic train_n=18000 wall=0.28999853134155273 cpu=0.28125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 30, 'buffer_size': 18000, 'global_batch_id': 36}
2026-01-27 18:42:34,169 | INFO | EVENT retrain_fit batch_id=38 reason=periodic train_n=19000 wall=0.28645968437194824 cpu=0.296875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 32, 'buffer_size': 19000, 'global_batch_id': 38}
2026-01-27 18:42:34,538 | INFO | EVENT retrain_fit batch_id=40 reason=periodic train_n=20000 wall=0.34436607360839844 cpu=0.359375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 34, 'buffer_size': 20000, 'global_batch_id': 40}
2026-01-27 18:42:34,923 | INFO | EVENT retrain_fit batch_id=42 reason=periodic train_n=21000 wall=0.36484527587890625 cpu=0.375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 36, 'buffer_size': 21000, 'global_batch_id': 42}
2026-01-27 18:42:34,923 | INFO | Run finished. total={'wall_sec': 3.721848726272583, 'cpu_sec': 3.6875, 'cpu_pct': 99.07710579341618, 'rss_mb': None} peak_rss_mb=None
