2026-01-28 04:16:24,523 | INFO | Run started: run_id=BE_gradual__retrain_p2_all_seen_fit__041624
2026-01-28 04:16:24,523 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_041615__domain_gradual_nb\runs\BE_gradual__retrain_p2_all_seen_fit__041624
2026-01-28 04:16:24,839 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.04400134086608887 cpu=0.046875 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.9432, 'pre_f1_macro': 0.846040686892728}
2026-01-28 04:16:24,920 | INFO | EVENT retrain_fit batch_id=7 reason=periodic train_n=3500 wall=0.0559995174407959 cpu=0.0625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 2, 'buffer_size': 3500, 'global_batch_id': 7}
2026-01-28 04:16:25,014 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=4500 wall=0.0709986686706543 cpu=0.078125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 4, 'buffer_size': 4500, 'global_batch_id': 9}
2026-01-28 04:16:25,120 | INFO | EVENT retrain_fit batch_id=11 reason=periodic train_n=5500 wall=0.08299851417541504 cpu=0.078125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 6, 'buffer_size': 5500, 'global_batch_id': 11}
2026-01-28 04:16:25,240 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=6500 wall=0.09799695014953613 cpu=0.09375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 8, 'buffer_size': 6500, 'global_batch_id': 13}
2026-01-28 04:16:25,377 | INFO | EVENT retrain_fit batch_id=15 reason=periodic train_n=7500 wall=0.11400151252746582 cpu=0.109375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 10, 'buffer_size': 7500, 'global_batch_id': 15}
2026-01-28 04:16:25,535 | INFO | EVENT retrain_fit batch_id=17 reason=periodic train_n=8500 wall=0.1303853988647461 cpu=0.125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 12, 'buffer_size': 8500, 'global_batch_id': 17}
2026-01-28 04:16:25,695 | INFO | EVENT retrain_fit batch_id=19 reason=periodic train_n=9500 wall=0.13283443450927734 cpu=0.140625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 14, 'buffer_size': 9500, 'global_batch_id': 19}
2026-01-28 04:16:25,881 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=10500 wall=0.15762710571289062 cpu=0.15625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 16, 'buffer_size': 10500, 'global_batch_id': 21}
2026-01-28 04:16:26,072 | INFO | EVENT retrain_fit batch_id=23 reason=periodic train_n=11500 wall=0.16900062561035156 cpu=0.15625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 18, 'buffer_size': 11500, 'global_batch_id': 23}
2026-01-28 04:16:26,275 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=12500 wall=0.18030810356140137 cpu=0.171875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 20, 'buffer_size': 12500, 'global_batch_id': 25}
2026-01-28 04:16:26,491 | INFO | EVENT retrain_fit batch_id=27 reason=periodic train_n=13500 wall=0.19500112533569336 cpu=0.1875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 22, 'buffer_size': 13500, 'global_batch_id': 27}
2026-01-28 04:16:26,710 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=14500 wall=0.19805622100830078 cpu=0.203125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 24, 'buffer_size': 14500, 'global_batch_id': 29}
2026-01-28 04:16:27,001 | INFO | EVENT retrain_fit batch_id=31 reason=periodic train_n=15500 wall=0.2623109817504883 cpu=0.265625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 26, 'buffer_size': 15500, 'global_batch_id': 31}
2026-01-28 04:16:27,331 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=16500 wall=0.30130505561828613 cpu=0.296875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 28, 'buffer_size': 16500, 'global_batch_id': 33}
2026-01-28 04:16:27,737 | INFO | EVENT retrain_fit batch_id=35 reason=periodic train_n=17500 wall=0.37800121307373047 cpu=0.375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 30, 'buffer_size': 17500, 'global_batch_id': 35}
2026-01-28 04:16:28,137 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=18500 wall=0.36562156677246094 cpu=0.375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 32, 'buffer_size': 18500, 'global_batch_id': 37}
2026-01-28 04:16:28,560 | INFO | EVENT retrain_fit batch_id=39 reason=periodic train_n=19500 wall=0.3888816833496094 cpu=0.390625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 34, 'buffer_size': 19500, 'global_batch_id': 39}
2026-01-28 04:16:28,871 | INFO | EVENT retrain_fit batch_id=41 reason=periodic train_n=20500 wall=0.29036569595336914 cpu=0.296875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 36, 'buffer_size': 20500, 'global_batch_id': 41}
2026-01-28 04:16:29,178 | INFO | EVENT retrain_fit batch_id=43 reason=periodic train_n=21500 wall=0.2861154079437256 cpu=0.28125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 38, 'buffer_size': 21500, 'global_batch_id': 43}
2026-01-28 04:16:29,188 | INFO | Run finished. total={'wall_sec': 4.664685487747192, 'cpu_sec': 4.640625, 'cpu_pct': 99.48419914246325, 'rss_mb': None} peak_rss_mb=None
