2026-01-28 04:14:09,523 | INFO | Run started: run_id=BE_gradual__retrain_p2_all_seen_fit__041409
2026-01-28 04:14:09,523 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_041400__domain_gradual_pa\runs\BE_gradual__retrain_p2_all_seen_fit__041409
2026-01-28 04:14:09,834 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.04599761962890625 cpu=0.03125 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 1.0, 'pre_f1_macro': 1.0}
2026-01-28 04:14:09,926 | INFO | EVENT retrain_fit batch_id=7 reason=periodic train_n=3500 wall=0.060999393463134766 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 2, 'buffer_size': 3500, 'global_batch_id': 7}
2026-01-28 04:14:10,026 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=4500 wall=0.0769948959350586 cpu=0.0625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 4, 'buffer_size': 4500, 'global_batch_id': 9}
2026-01-28 04:14:10,141 | INFO | EVENT retrain_fit batch_id=11 reason=periodic train_n=5500 wall=0.09099578857421875 cpu=0.078125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 6, 'buffer_size': 5500, 'global_batch_id': 11}
2026-01-28 04:14:10,284 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=6500 wall=0.1210014820098877 cpu=0.109375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 8, 'buffer_size': 6500, 'global_batch_id': 13}
2026-01-28 04:14:10,435 | INFO | EVENT retrain_fit batch_id=15 reason=periodic train_n=7500 wall=0.1269986629486084 cpu=0.109375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 10, 'buffer_size': 7500, 'global_batch_id': 15}
2026-01-28 04:14:10,597 | INFO | EVENT retrain_fit batch_id=17 reason=periodic train_n=8500 wall=0.13599896430969238 cpu=0.140625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 12, 'buffer_size': 8500, 'global_batch_id': 17}
2026-01-28 04:14:10,772 | INFO | EVENT retrain_fit batch_id=19 reason=periodic train_n=9500 wall=0.15399885177612305 cpu=0.15625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 14, 'buffer_size': 9500, 'global_batch_id': 19}
2026-01-28 04:14:10,967 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=10500 wall=0.1719987392425537 cpu=0.171875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 16, 'buffer_size': 10500, 'global_batch_id': 21}
2026-01-28 04:14:11,185 | INFO | EVENT retrain_fit batch_id=23 reason=periodic train_n=11500 wall=0.1939985752105713 cpu=0.15625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 18, 'buffer_size': 11500, 'global_batch_id': 23}
2026-01-28 04:14:11,412 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=12500 wall=0.2035529613494873 cpu=0.203125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 20, 'buffer_size': 12500, 'global_batch_id': 25}
2026-01-28 04:14:11,668 | INFO | EVENT retrain_fit batch_id=27 reason=periodic train_n=13500 wall=0.23711133003234863 cpu=0.234375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 22, 'buffer_size': 13500, 'global_batch_id': 27}
2026-01-28 04:14:11,937 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=14500 wall=0.2492976188659668 cpu=0.21875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 24, 'buffer_size': 14500, 'global_batch_id': 29}
2026-01-28 04:14:12,217 | INFO | EVENT retrain_fit batch_id=31 reason=periodic train_n=15500 wall=0.25956058502197266 cpu=0.234375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 26, 'buffer_size': 15500, 'global_batch_id': 31}
2026-01-28 04:14:12,502 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=16500 wall=0.2642948627471924 cpu=0.265625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 28, 'buffer_size': 16500, 'global_batch_id': 33}
2026-01-28 04:14:12,792 | INFO | EVENT retrain_fit batch_id=35 reason=periodic train_n=17500 wall=0.26895785331726074 cpu=0.265625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 30, 'buffer_size': 17500, 'global_batch_id': 35}
2026-01-28 04:14:13,088 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=18500 wall=0.27669215202331543 cpu=0.28125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 32, 'buffer_size': 18500, 'global_batch_id': 37}
2026-01-28 04:14:13,429 | INFO | EVENT retrain_fit batch_id=39 reason=periodic train_n=19500 wall=0.3082122802734375 cpu=0.296875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 34, 'buffer_size': 19500, 'global_batch_id': 39}
2026-01-28 04:14:13,764 | INFO | EVENT retrain_fit batch_id=41 reason=periodic train_n=20500 wall=0.3107476234436035 cpu=0.3125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 36, 'buffer_size': 20500, 'global_batch_id': 41}
2026-01-28 04:14:14,107 | INFO | EVENT retrain_fit batch_id=43 reason=periodic train_n=21500 wall=0.3240058422088623 cpu=0.3125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 38, 'buffer_size': 21500, 'global_batch_id': 43}
2026-01-28 04:14:14,116 | INFO | Run finished. total={'wall_sec': 4.593151569366455, 'cpu_sec': 4.28125, 'cpu_pct': 93.20942136012557, 'rss_mb': None} peak_rss_mb=None
