2026-01-28 04:19:05,228 | INFO | Run started: run_id=BE_temporary__retrain_p2_all_seen_fit__041905
2026-01-28 04:19:05,228 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_041853__domain_temporary\runs\BE_temporary__retrain_p2_all_seen_fit__041905
2026-01-28 04:19:05,568 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.06799769401550293 cpu=0.046875 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.9144, 'pre_f1_macro': 0.5241500519432466}
2026-01-28 04:19:05,689 | INFO | EVENT retrain_fit batch_id=7 reason=periodic train_n=3500 wall=0.09400010108947754 cpu=0.09375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 2, 'buffer_size': 3500, 'global_batch_id': 7}
2026-01-28 04:19:05,828 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=4500 wall=0.10599970817565918 cpu=0.109375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 4, 'buffer_size': 4500, 'global_batch_id': 9}
2026-01-28 04:19:05,983 | INFO | EVENT retrain_fit batch_id=11 reason=periodic train_n=5500 wall=0.12789392471313477 cpu=0.140625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 6, 'buffer_size': 5500, 'global_batch_id': 11}
2026-01-28 04:19:06,147 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=6500 wall=0.1419980525970459 cpu=0.140625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 8, 'buffer_size': 6500, 'global_batch_id': 13}
2026-01-28 04:19:06,338 | INFO | EVENT retrain_fit batch_id=15 reason=periodic train_n=7500 wall=0.169999361038208 cpu=0.15625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 10, 'buffer_size': 7500, 'global_batch_id': 15}
2026-01-28 04:19:06,538 | INFO | EVENT retrain_fit batch_id=17 reason=periodic train_n=8500 wall=0.1790013313293457 cpu=0.171875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 12, 'buffer_size': 8500, 'global_batch_id': 17}
2026-01-28 04:19:06,751 | INFO | EVENT retrain_fit batch_id=19 reason=periodic train_n=9500 wall=0.19299983978271484 cpu=0.203125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 14, 'buffer_size': 9500, 'global_batch_id': 19}
2026-01-28 04:19:06,990 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=10500 wall=0.21831631660461426 cpu=0.21875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 16, 'buffer_size': 10500, 'global_batch_id': 21}
2026-01-28 04:19:07,242 | INFO | EVENT retrain_fit batch_id=23 reason=periodic train_n=11500 wall=0.22994685173034668 cpu=0.234375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 18, 'buffer_size': 11500, 'global_batch_id': 23}
2026-01-28 04:19:07,526 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=12500 wall=0.25999927520751953 cpu=0.25 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 20, 'buffer_size': 12500, 'global_batch_id': 25}
2026-01-28 04:19:07,845 | INFO | EVENT retrain_fit batch_id=27 reason=periodic train_n=13500 wall=0.29050564765930176 cpu=0.296875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 22, 'buffer_size': 13500, 'global_batch_id': 27}
2026-01-28 04:19:08,175 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=14500 wall=0.30199527740478516 cpu=0.296875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 24, 'buffer_size': 14500, 'global_batch_id': 29}
2026-01-28 04:19:08,519 | INFO | EVENT retrain_fit batch_id=31 reason=periodic train_n=15500 wall=0.318523645401001 cpu=0.3125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 26, 'buffer_size': 15500, 'global_batch_id': 31}
2026-01-28 04:19:08,891 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=16500 wall=0.3440515995025635 cpu=0.34375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 28, 'buffer_size': 16500, 'global_batch_id': 33}
2026-01-28 04:19:09,280 | INFO | EVENT retrain_fit batch_id=35 reason=periodic train_n=17500 wall=0.36299920082092285 cpu=0.375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 30, 'buffer_size': 17500, 'global_batch_id': 35}
2026-01-28 04:19:09,684 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=18500 wall=0.37800168991088867 cpu=0.390625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 32, 'buffer_size': 18500, 'global_batch_id': 37}
2026-01-28 04:19:10,134 | INFO | EVENT retrain_fit batch_id=39 reason=periodic train_n=19500 wall=0.4215207099914551 cpu=0.421875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 34, 'buffer_size': 19500, 'global_batch_id': 39}
2026-01-28 04:19:10,612 | INFO | EVENT retrain_fit batch_id=41 reason=periodic train_n=20500 wall=0.45073866844177246 cpu=0.453125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 36, 'buffer_size': 20500, 'global_batch_id': 41}
2026-01-28 04:19:11,107 | INFO | EVENT retrain_fit batch_id=43 reason=periodic train_n=21500 wall=0.4642457962036133 cpu=0.453125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 38, 'buffer_size': 21500, 'global_batch_id': 43}
2026-01-28 04:19:11,120 | INFO | Run finished. total={'wall_sec': 5.89209771156311, 'cpu_sec': 5.796875, 'cpu_pct': 98.38389116704161, 'rss_mb': None} peak_rss_mb=None
