2026-01-28 04:20:07,643 | INFO | Run started: run_id=BE_temporary__retrain_p2_all_seen_fit__042007
2026-01-28 04:20:07,643 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_041959__domain_temporary\runs\BE_temporary__retrain_p2_all_seen_fit__042007
2026-01-28 04:20:07,968 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.045000314712524414 cpu=0.046875 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.9452, 'pre_f1_macro': 0.7665352674892351}
2026-01-28 04:20:08,055 | INFO | EVENT retrain_fit batch_id=7 reason=periodic train_n=3500 wall=0.06399989128112793 cpu=0.0625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 2, 'buffer_size': 3500, 'global_batch_id': 7}
2026-01-28 04:20:08,151 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=4500 wall=0.06371760368347168 cpu=0.078125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 4, 'buffer_size': 4500, 'global_batch_id': 9}
2026-01-28 04:20:08,278 | INFO | EVENT retrain_fit batch_id=11 reason=periodic train_n=5500 wall=0.08649468421936035 cpu=0.09375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 6, 'buffer_size': 5500, 'global_batch_id': 11}
2026-01-28 04:20:08,413 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=6500 wall=0.10561800003051758 cpu=0.109375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 8, 'buffer_size': 6500, 'global_batch_id': 13}
2026-01-28 04:20:08,555 | INFO | EVENT retrain_fit batch_id=15 reason=periodic train_n=7500 wall=0.11301326751708984 cpu=0.125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 10, 'buffer_size': 7500, 'global_batch_id': 15}
2026-01-28 04:20:08,700 | INFO | EVENT retrain_fit batch_id=17 reason=periodic train_n=8500 wall=0.11997532844543457 cpu=0.125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 12, 'buffer_size': 8500, 'global_batch_id': 17}
2026-01-28 04:20:08,869 | INFO | EVENT retrain_fit batch_id=19 reason=periodic train_n=9500 wall=0.1391458511352539 cpu=0.140625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 14, 'buffer_size': 9500, 'global_batch_id': 19}
2026-01-28 04:20:09,031 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=10500 wall=0.1435391902923584 cpu=0.140625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 16, 'buffer_size': 10500, 'global_batch_id': 21}
2026-01-28 04:20:09,204 | INFO | EVENT retrain_fit batch_id=23 reason=periodic train_n=11500 wall=0.1554853916168213 cpu=0.15625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 18, 'buffer_size': 11500, 'global_batch_id': 23}
2026-01-28 04:20:09,391 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=12500 wall=0.14906525611877441 cpu=0.171875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 20, 'buffer_size': 12500, 'global_batch_id': 25}
2026-01-28 04:20:09,606 | INFO | EVENT retrain_fit batch_id=27 reason=periodic train_n=13500 wall=0.1879122257232666 cpu=0.1875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 22, 'buffer_size': 13500, 'global_batch_id': 27}
2026-01-28 04:20:09,837 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=14500 wall=0.2041940689086914 cpu=0.203125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 24, 'buffer_size': 14500, 'global_batch_id': 29}
2026-01-28 04:20:10,075 | INFO | EVENT retrain_fit batch_id=31 reason=periodic train_n=15500 wall=0.21264863014221191 cpu=0.21875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 26, 'buffer_size': 15500, 'global_batch_id': 31}
2026-01-28 04:20:10,325 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=16500 wall=0.2261521816253662 cpu=0.234375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 28, 'buffer_size': 16500, 'global_batch_id': 33}
2026-01-28 04:20:10,591 | INFO | EVENT retrain_fit batch_id=35 reason=periodic train_n=17500 wall=0.24288606643676758 cpu=0.25 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 30, 'buffer_size': 17500, 'global_batch_id': 35}
2026-01-28 04:20:10,899 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=18500 wall=0.2754333019256592 cpu=0.265625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 32, 'buffer_size': 18500, 'global_batch_id': 37}
2026-01-28 04:20:11,210 | INFO | EVENT retrain_fit batch_id=39 reason=periodic train_n=19500 wall=0.2886173725128174 cpu=0.28125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 34, 'buffer_size': 19500, 'global_batch_id': 39}
2026-01-28 04:20:11,527 | INFO | EVENT retrain_fit batch_id=41 reason=periodic train_n=20500 wall=0.2929999828338623 cpu=0.296875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 36, 'buffer_size': 20500, 'global_batch_id': 41}
2026-01-28 04:20:11,883 | INFO | EVENT retrain_fit batch_id=43 reason=periodic train_n=21500 wall=0.330352783203125 cpu=0.3125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 38, 'buffer_size': 21500, 'global_batch_id': 43}
2026-01-28 04:20:11,896 | INFO | Run finished. total={'wall_sec': 4.2522923946380615, 'cpu_sec': 4.1875, 'cpu_pct': 98.47629493400403, 'rss_mb': None} peak_rss_mb=None
