2026-01-28 04:20:00,019 | INFO | Run started: run_id=BE_temporary__retrain_p1_all_seen_fit__042000
2026-01-28 04:20:00,019 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_041959__domain_temporary\runs\BE_temporary__retrain_p1_all_seen_fit__042000
2026-01-28 04:20:00,331 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.040998220443725586 cpu=0.03125 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.9452, 'pre_f1_macro': 0.7665352674892351}
2026-01-28 04:20:00,393 | INFO | EVENT retrain_fit batch_id=6 reason=periodic train_n=3000 wall=0.04899740219116211 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 1, 'buffer_size': 3000, 'global_batch_id': 6}
2026-01-28 04:20:00,463 | INFO | EVENT retrain_fit batch_id=7 reason=periodic train_n=3500 wall=0.057001352310180664 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 2, 'buffer_size': 3500, 'global_batch_id': 7}
2026-01-28 04:20:00,538 | INFO | EVENT retrain_fit batch_id=8 reason=periodic train_n=4000 wall=0.06400179862976074 cpu=0.0625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 3, 'buffer_size': 4000, 'global_batch_id': 8}
2026-01-28 04:20:00,623 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=4500 wall=0.07399964332580566 cpu=0.078125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 4, 'buffer_size': 4500, 'global_batch_id': 9}
2026-01-28 04:20:00,716 | INFO | EVENT retrain_fit batch_id=10 reason=periodic train_n=5000 wall=0.08199906349182129 cpu=0.09375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 5, 'buffer_size': 5000, 'global_batch_id': 10}
2026-01-28 04:20:00,815 | INFO | EVENT retrain_fit batch_id=11 reason=periodic train_n=5500 wall=0.0859992504119873 cpu=0.09375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 6, 'buffer_size': 5500, 'global_batch_id': 11}
2026-01-28 04:20:00,920 | INFO | EVENT retrain_fit batch_id=12 reason=periodic train_n=6000 wall=0.09400296211242676 cpu=0.09375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 7, 'buffer_size': 6000, 'global_batch_id': 12}
2026-01-28 04:20:01,029 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=6500 wall=0.09725594520568848 cpu=0.109375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 8, 'buffer_size': 6500, 'global_batch_id': 13}
