2026-01-28 04:16:35,522 | INFO | Run started: run_id=BE_gradual__retrain_p1_last_window_wb1_update__041635
2026-01-28 04:16:35,522 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_041615__domain_gradual_nb\runs\BE_gradual__retrain_p1_last_window_wb1_update__041635
2026-01-28 04:16:35,845 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.04400134086608887 cpu=0.03125 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.9432, 'pre_f1_macro': 0.846040686892728}
2026-01-28 04:16:35,866 | INFO | EVENT retrain_update batch_id=6 reason=periodic train_n=500 wall=0.008999824523925781 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 1, 'buffer_size': 500, 'global_batch_id': 6}
2026-01-28 04:16:35,890 | INFO | EVENT retrain_update batch_id=7 reason=periodic train_n=500 wall=0.009996891021728516 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 2, 'buffer_size': 500, 'global_batch_id': 7}
2026-01-28 04:16:35,910 | INFO | EVENT retrain_update batch_id=8 reason=periodic train_n=500 wall=0.00799870491027832 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 3, 'buffer_size': 500, 'global_batch_id': 8}
2026-01-28 04:16:35,930 | INFO | EVENT retrain_update batch_id=9 reason=periodic train_n=500 wall=0.007993936538696289 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 4, 'buffer_size': 500, 'global_batch_id': 9}
2026-01-28 04:16:35,950 | INFO | EVENT retrain_update batch_id=10 reason=periodic train_n=500 wall=0.009001731872558594 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 5, 'buffer_size': 500, 'global_batch_id': 10}
2026-01-28 04:16:35,971 | INFO | EVENT retrain_update batch_id=11 reason=periodic train_n=500 wall=0.010000228881835938 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 6, 'buffer_size': 500, 'global_batch_id': 11}
2026-01-28 04:16:35,993 | INFO | EVENT retrain_update batch_id=12 reason=periodic train_n=500 wall=0.007999897003173828 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 7, 'buffer_size': 500, 'global_batch_id': 12}
2026-01-28 04:16:36,014 | INFO | EVENT retrain_update batch_id=13 reason=periodic train_n=500 wall=0.008001327514648438 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 8, 'buffer_size': 500, 'global_batch_id': 13}
2026-01-28 04:16:36,034 | INFO | EVENT retrain_update batch_id=14 reason=periodic train_n=500 wall=0.008996963500976562 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 9, 'buffer_size': 500, 'global_batch_id': 14}
2026-01-28 04:16:36,055 | INFO | EVENT retrain_update batch_id=15 reason=periodic train_n=500 wall=0.008998870849609375 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 10, 'buffer_size': 500, 'global_batch_id': 15}
2026-01-28 04:16:36,077 | INFO | EVENT retrain_update batch_id=16 reason=periodic train_n=500 wall=0.009000062942504883 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 11, 'buffer_size': 500, 'global_batch_id': 16}
2026-01-28 04:16:36,099 | INFO | EVENT retrain_update batch_id=17 reason=periodic train_n=500 wall=0.009000062942504883 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 12, 'buffer_size': 500, 'global_batch_id': 17}
2026-01-28 04:16:36,118 | INFO | EVENT retrain_update batch_id=18 reason=periodic train_n=500 wall=0.0070002079010009766 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 13, 'buffer_size': 500, 'global_batch_id': 18}
2026-01-28 04:16:36,137 | INFO | EVENT retrain_update batch_id=19 reason=periodic train_n=500 wall=0.007997751235961914 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 14, 'buffer_size': 500, 'global_batch_id': 19}
2026-01-28 04:16:36,157 | INFO | EVENT retrain_update batch_id=20 reason=periodic train_n=500 wall=0.008000373840332031 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 15, 'buffer_size': 500, 'global_batch_id': 20}
2026-01-28 04:16:36,176 | INFO | EVENT retrain_update batch_id=21 reason=periodic train_n=500 wall=0.007999420166015625 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 16, 'buffer_size': 500, 'global_batch_id': 21}
2026-01-28 04:16:36,197 | INFO | EVENT retrain_update batch_id=22 reason=periodic train_n=500 wall=0.007998943328857422 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 17, 'buffer_size': 500, 'global_batch_id': 22}
2026-01-28 04:16:36,217 | INFO | EVENT retrain_update batch_id=23 reason=periodic train_n=500 wall=0.007996559143066406 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 18, 'buffer_size': 500, 'global_batch_id': 23}
2026-01-28 04:16:36,237 | INFO | EVENT retrain_update batch_id=24 reason=periodic train_n=500 wall=0.007002353668212891 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 19, 'buffer_size': 500, 'global_batch_id': 24}
2026-01-28 04:16:36,255 | INFO | EVENT retrain_update batch_id=25 reason=periodic train_n=500 wall=0.008003711700439453 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 20, 'buffer_size': 500, 'global_batch_id': 25}
2026-01-28 04:16:36,273 | INFO | EVENT retrain_update batch_id=26 reason=periodic train_n=500 wall=0.006001710891723633 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 21, 'buffer_size': 500, 'global_batch_id': 26}
2026-01-28 04:16:36,291 | INFO | EVENT retrain_update batch_id=27 reason=periodic train_n=500 wall=0.006999969482421875 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 22, 'buffer_size': 500, 'global_batch_id': 27}
2026-01-28 04:16:36,308 | INFO | EVENT retrain_update batch_id=28 reason=periodic train_n=500 wall=0.0069997310638427734 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 23, 'buffer_size': 500, 'global_batch_id': 28}
2026-01-28 04:16:36,326 | INFO | EVENT retrain_update batch_id=29 reason=periodic train_n=500 wall=0.0069997310638427734 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 24, 'buffer_size': 500, 'global_batch_id': 29}
2026-01-28 04:16:36,345 | INFO | EVENT retrain_update batch_id=30 reason=periodic train_n=500 wall=0.006998777389526367 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 25, 'buffer_size': 500, 'global_batch_id': 30}
2026-01-28 04:16:36,362 | INFO | EVENT retrain_update batch_id=31 reason=periodic train_n=500 wall=0.007001399993896484 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 26, 'buffer_size': 500, 'global_batch_id': 31}
2026-01-28 04:16:36,378 | INFO | EVENT retrain_update batch_id=32 reason=periodic train_n=500 wall=0.005999565124511719 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 27, 'buffer_size': 500, 'global_batch_id': 32}
2026-01-28 04:16:36,395 | INFO | EVENT retrain_update batch_id=33 reason=periodic train_n=500 wall=0.006999969482421875 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 28, 'buffer_size': 500, 'global_batch_id': 33}
2026-01-28 04:16:36,413 | INFO | EVENT retrain_update batch_id=34 reason=periodic train_n=500 wall=0.007000446319580078 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 29, 'buffer_size': 500, 'global_batch_id': 34}
2026-01-28 04:16:36,431 | INFO | EVENT retrain_update batch_id=35 reason=periodic train_n=500 wall=0.00800013542175293 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 30, 'buffer_size': 500, 'global_batch_id': 35}
2026-01-28 04:16:36,449 | INFO | EVENT retrain_update batch_id=36 reason=periodic train_n=500 wall=0.008003711700439453 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 31, 'buffer_size': 500, 'global_batch_id': 36}
2026-01-28 04:16:36,466 | INFO | EVENT retrain_update batch_id=37 reason=periodic train_n=500 wall=0.00699925422668457 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 32, 'buffer_size': 500, 'global_batch_id': 37}
2026-01-28 04:16:36,483 | INFO | EVENT retrain_update batch_id=38 reason=periodic train_n=500 wall=0.0049970149993896484 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 33, 'buffer_size': 500, 'global_batch_id': 38}
