2026-01-28 04:12:44,922 | INFO | Run started: run_id=BE_gradual__retrain_p2_all_seen_fit__041244
2026-01-28 04:12:44,922 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_041236__domain_gradual_sgd\runs\BE_gradual__retrain_p2_all_seen_fit__041244
2026-01-28 04:12:45,241 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.041999101638793945 cpu=0.046875 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.9452, 'pre_f1_macro': 0.7665352674892351}
2026-01-28 04:12:45,334 | INFO | EVENT retrain_fit batch_id=7 reason=periodic train_n=3500 wall=0.05957746505737305 cpu=0.0625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 2, 'buffer_size': 3500, 'global_batch_id': 7}
2026-01-28 04:12:45,434 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=4500 wall=0.07697772979736328 cpu=0.078125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 4, 'buffer_size': 4500, 'global_batch_id': 9}
2026-01-28 04:12:45,544 | INFO | EVENT retrain_fit batch_id=11 reason=periodic train_n=5500 wall=0.0879974365234375 cpu=0.09375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 6, 'buffer_size': 5500, 'global_batch_id': 11}
2026-01-28 04:12:45,677 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=6500 wall=0.10899972915649414 cpu=0.109375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 8, 'buffer_size': 6500, 'global_batch_id': 13}
2026-01-28 04:12:45,819 | INFO | EVENT retrain_fit batch_id=15 reason=periodic train_n=7500 wall=0.11899876594543457 cpu=0.109375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 10, 'buffer_size': 7500, 'global_batch_id': 15}
2026-01-28 04:12:45,975 | INFO | EVENT retrain_fit batch_id=17 reason=periodic train_n=8500 wall=0.1289997100830078 cpu=0.125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 12, 'buffer_size': 8500, 'global_batch_id': 17}
2026-01-28 04:12:46,156 | INFO | EVENT retrain_fit batch_id=19 reason=periodic train_n=9500 wall=0.1589977741241455 cpu=0.15625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 14, 'buffer_size': 9500, 'global_batch_id': 19}
2026-01-28 04:12:46,339 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=10500 wall=0.14433836936950684 cpu=0.15625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 16, 'buffer_size': 10500, 'global_batch_id': 21}
2026-01-28 04:12:46,540 | INFO | EVENT retrain_fit batch_id=23 reason=periodic train_n=11500 wall=0.17633271217346191 cpu=0.1875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 18, 'buffer_size': 11500, 'global_batch_id': 23}
2026-01-28 04:12:46,774 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=12500 wall=0.19985532760620117 cpu=0.1875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 20, 'buffer_size': 12500, 'global_batch_id': 25}
2026-01-28 04:12:46,992 | INFO | EVENT retrain_fit batch_id=27 reason=periodic train_n=13500 wall=0.1959991455078125 cpu=0.1875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 22, 'buffer_size': 13500, 'global_batch_id': 27}
2026-01-28 04:12:47,223 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=14500 wall=0.20999813079833984 cpu=0.203125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 24, 'buffer_size': 14500, 'global_batch_id': 29}
2026-01-28 04:12:47,476 | INFO | EVENT retrain_fit batch_id=31 reason=periodic train_n=15500 wall=0.23299789428710938 cpu=0.21875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 26, 'buffer_size': 15500, 'global_batch_id': 31}
2026-01-28 04:12:47,723 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=16500 wall=0.22682929039001465 cpu=0.21875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 28, 'buffer_size': 16500, 'global_batch_id': 33}
2026-01-28 04:12:48,015 | INFO | EVENT retrain_fit batch_id=35 reason=periodic train_n=17500 wall=0.2669992446899414 cpu=0.234375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 30, 'buffer_size': 17500, 'global_batch_id': 35}
2026-01-28 04:12:48,304 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=18500 wall=0.2672455310821533 cpu=0.265625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 32, 'buffer_size': 18500, 'global_batch_id': 37}
2026-01-28 04:12:48,583 | INFO | EVENT retrain_fit batch_id=39 reason=periodic train_n=19500 wall=0.2609999179840088 cpu=0.265625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 34, 'buffer_size': 19500, 'global_batch_id': 39}
2026-01-28 04:12:48,878 | INFO | EVENT retrain_fit batch_id=41 reason=periodic train_n=20500 wall=0.27629852294921875 cpu=0.28125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 36, 'buffer_size': 20500, 'global_batch_id': 41}
2026-01-28 04:12:49,193 | INFO | EVENT retrain_fit batch_id=43 reason=periodic train_n=21500 wall=0.2947402000427246 cpu=0.3125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 38, 'buffer_size': 21500, 'global_batch_id': 43}
2026-01-28 04:12:49,213 | INFO | Run finished. total={'wall_sec': 4.290430545806885, 'cpu_sec': 4.25, 'cpu_pct': 99.05765760859599, 'rss_mb': None} peak_rss_mb=None
